Title	Wiki_text	Clean_wiki_text	Wikidata_desc	Clean_wikidata_desc	Category
Beijing Lu Xun Museum	"<p>The <b>Beijing Lu Xun Museum</b> (Chinese: <span lang=""zh"">北京鲁迅博物馆</span>) is a museum in Fucheng Gate Avenue, Beijing, China. The buildings in which the museum situated at was Lu Xun's former Beijing residence. The writer's house museum was established in 1956. The museum is dedicated to Lu Xun's life and achievements and features large quantities of scripts, photos, pictures related to Lu. In addition to materials related to Lu Xun, the museum contains a large collection of artworks.</p> <!-- NewPP limit report Parsed by mw1316 Cached time: 20220514222850 Cache expiry: 0 Reduced expiry: true Complications: [vary‐revision‐sha1] CPU time usage: 0.198 seconds Real time usage: 0.263 seconds Preprocessor visited node count: 671/1000000 Post‐expand include size: 16117/2097152 bytes Template argument size: 3731/2097152 bytes Highest expansion depth: 10/100 Expensive parser function count: 0/500 Unstrip recursion depth: 0/20 Unstrip post‐expand size: 2253/5000000 bytes Lua time usage: 0.116/10.000 seconds Lua memory usage: 2560023/52428800 bytes Number of Wikibase entities loaded: 1/400 --> <!-- Transclusion expansion time report (%,ms,calls,template) 100.00% 247.759 1 -total 84.64% 209.698 1 Template:Infobox_museum 35.48% 87.914 1 Template:Infobox 12.09% 29.946 1 Template:Coord 9.74% 24.126 1 Template:Pagetype 9.39% 23.259 1 Template:Has_short_description 8.07% 19.998 3 Template:Main_other 6.74% 16.694 1 Template:SDcat 4.34% 10.759 1 Template:Webarchive 3.04% 7.540 1 Template:Zh -->"	established writer house life a 1956 dedicated addition which building wa chinese collection of fucheng photo artwork picture is script in achievement avenue to situated xun lu the quantity material beijing xuns former and residence large gate museum china feature related at 北京鲁迅博物馆 contains	house museum in Beijing, China	house beijing in china museum	Building
Ma Bufang Mansion	"<p><b>Ma Bufang Mansion</b> (simplified Chinese: <span lang=""zh-Hans"">马步芳公馆</span>; traditional Chinese: <span lang=""zh-Hant"">馬步芳公館</span>; pinyin: <i><span lang=""zh-Latn-pinyin"">MǎBùfāngGōngguǎn</span></i>) was the mansion of the Chinese Muslim warlord and General Ma Bufang and his family from 1943–1949, and now is a tourist attraction, in Xining, Qinghai, China. Ma Bufang was a Kuomintang party member, so the mansion has numerous portraits of the Kuomintang founder Sun Yatsen and Blue Sky with a White Sun flags.</p><p>It also includes many portraits of Ma Clique warlords.</p><p>Construction initiated on June 1942 and finished in June 1943. In total, the mansion comprises 290 houses occupying 6,000 square meters of a plot of 30,000 square metres located in East District of the city. </p>"	house xining a occupying pinyin now so on wa comprises his ha yatsen warlordsconstruction sun numerous june total 30000 member blue chinese east clique family attraction simplified traditional qinghai 1942 of square muslim plot district also party metre 290 馬步芳公館 city mǎbùfānggōngguǎn mansion includes 6000 kuomintang is located ma warlord in initiated general the founder sky flagsit portrait and white many 1943–1949 马步芳公馆 bufang from china meter with finished 1943 tourist	building in People's Republic of China	building of people republic in china	Building
Shi Family Grand Courtyard	<p><b>Shi Family Grand Courtyard</b> (Tiānjīn Shí Jiā Dà Yuàn, 天津石家大院) is situated in Yangliuqing, Xiqing District, which is the former residence of wealthy merchant Shi Yuanshi – the 4th son of Shi Wancheng, one of the eight great masters in Tianjin. First built in 1875, it covers over 6,000 square meters, including large and small yards and over 200 folk houses, a theater and over 275 rooms that served as apartments and places of business and worship for this powerful family. Shifu Garden, which finished its expansion in October 2003, covers 1,200 square meters, incorporates the elegance of imperial garden and delicacy of south garden. Now the courtyard of Shi family covers about 10,000 square meters, which is called the first mansion in North China. Now it serves as the folk custom museum in Yangliuqing, which has a large collection of folk art pieces like Yanliuqing New Year pictures, brick sculpture. </p><p>Shi's ancestor came from Dong'e County in Shandong, engaged in water transport of grain. As the wealth gradually accumulated, the Shi Family moved to Yangliuqing and bought large tracts of land and set up their residence. Shi Yuanshi came from the fourth generation of the family, who was a successful businessman and a good household manager, and the residence was thus enlarged for several times until it acquired the present scale. It is believed to be the first mansion in the west of Tianjin. </p><p>The residence is symmetric based on the axis formed by a passageway in the middle, on which there are four archways. On the east side of the courtyard, there are traditional single-story houses with rows of rooms around the four sides, which was once the living area for the Shi Family. The rooms on north side were the accountants' office. On the west are the major constructions including the family hall for worshiping Buddha, theater and the south reception room. On both sides of the residence are side yard rooms for maids and servants. </p><p>Today, the Shi mansion, located in the township of Yangliuqing to the west of central Tianjin, stands as a surprisingly well-preserved monument to China's pre-revolution mercantile spirit. It also serves as an on-location shoot for many of China's popular historical dramas. Many of the rooms feature period furniture, paintings and calligraphy, and the extensive Shifu Garden. </p><p>Part of the complex has been turned into the Yangliuqing Museum, which includes displays focused on symbolic aspects of the courtyards' construction, local folk art and customs, and traditional period furnishings and crafts. </p>	house surprisingly room october 275 over this row tiānjīn wealthy 4th east around north first served like businessman an four district display master grand courtyard 2003 came about maid by in reception to be symmetric household former extensive large museum worship shandong drama servant acquired construction buddha located monument a custom time one which on major piece wa gradually complex bought aspect generation transport up 1875 successful family collection formed both wellpreserved brick new grain today donge fourth calligraphy craft mansion 6000 serf includes is imperial office archway set shifu 天津石家大院 great situated that eight yard tianjin worshiping been manager many residence furnishing 200 china meter dà garden with accumulated there son were part engaged jiā south ancestor it township theater wancheng until thus passageway furniture yangliuqing living incorporates of square local hall xiqing spirit merchant – singlestory side expansion their yuàn into including business tract mercantile cover onlocation for based 10000 popular and shoot wealth believed from good delicacy moved land shí place several once built now art ha painting 1200 enlarged period traditional central symbolic yanliuqing also county small shis axis are apartment picture turned west sculpture water powerful present area prerevolution the year middle elegance called stand accountant historical focused yuanshi folk feature scale who shi finished	building in Wang Jingwei regime, China	wang building in china jingwei regime	Building
Bomen, New South Wales	"<p class=""mw-empty-elt""> </p> <p><b>Bomen</b> is a northern suburb of Wagga Wagga in southern New South Wales, Australia. The suburb is dominated by industrial enterprises including Cargill Beef, Watties, the Wagga Wagga Livestock Marketing Centre (saleyards). The suburb is also home to Wagga Wagga's secondary (and original) railway station on the Main Southern line, when the line waited for the construction of a bridge over the Murrumbidgee River. New streets in Bomen are to be named after sheep and cattle breeds.</p> "	marketing main a breed on station south over line cattle river bomen centre of wagga livestock australia wale suburb also after new cargill home are waited named is by railway when including saleyards in dominated original to be bridge the for secondary and construction northern murrumbidgee sheep industrial southern street waggas watties enterprise beef	locality in New South Wales, Australia	south australia in wale new locality	City
Ed Barreveld	"<p><b>Ed Barreveld</b> (born 1957 in Rotterdam) is a Canadian documentary film producer based in Toronto who co-founded Storyline Entertainment in 2000 with Daniel Sekulich and Michael Kot. Since 2004 he has been the company's sole principal.</p><p>Barreveld emigrated to Canada at the age of 23 and began his career in film in 1986, working at the National Film Board of Canada (NFB), eventually becoming studio administrator of the NFB's Ontario Studio in Toronto from 1988 to 1996, before leaving for the private sector.</p><p>His credits include the two-time Gemini Award nominee <i>Aftermath: The Remnants of War</i> (2000), the Gemini Award-winning <i>Shipbreakers</i> (2005), <i>Tiger Spirit</i> (2009), the Canadian Screen Award winning <i>The Real Inglorious Bastards</i> (2014), the Emmy Award-winning <i>Herman’s House</i> (2014), <i>The World Before Her</i> (2014), named to TIFF's Top Ten List, and the Canadian Screen Award nominee <i>Frame 394</i> (2016). In 2016, he was honoured by the Hot Docs Canadian International Documentary Festival with its Don Haig Award, recognizing his ""creative vision and entrepreneurship, as well as a track record of mentoring emerging Canadian filmmakers.""</p>"	house 2005 war recognizing his twotime leaving 394 aftermath barreveld michael he 2016 honoured frame track by in haig her rotterdam to producer hot inglorious emigrated toronto 1986 before private a festival sole wa nominee administrator 2009 gemini 23 canada vision include 2000 sectorhis is 2014 documentary career emmy daniel filmmaker ’ becoming shipbreakers canadian been eventually entrepreneurship working herman with don tiger creative since entertainment bastard it record 1957 sekulich list of ontario who spirit principalbarreveld award 2004 remnant s ed for based and ten from emerging real doc awardwinning tiff mentoring national ha company world born nfb top 1988 screen age studio international named board film cofounded nfbs the winning 1996 kot began well storyline credit at	Canadian documentary film producer	producer documentary film canadian	City
Na'our	"<p><b>Naour</b> (Arabic: <span lang=""ar"" dir=""rtl"">ناعور</span>), also called <b>Naur</b>, is region number 26 in the Greater Amman Municipality. It is located on the west side of the capital, and comprises 26 neighborhoods or residential areas. Naour comprises approximately 87 km<sup>2</sup>, i.e., 5.19%, of the total landscape of Greater Amman Municipality. Its population is 50,000 and it is bordered by six regions.</p>"	bordered 26 on 50000 amman comprises number it or total neighborhood six of capital also approximately naur ie side arabic is region west by landscape in 519 naour area residential the 87 called ناعور and municipality greater population km2 located	human settlement in Jordan	in jordan human settlement	City
Sweileh area	"<p><span></span> </p> <p><b>Sweileh</b> (Arabic: <span lang=""ar"" dir=""rtl"">صويلح</span>, <small>romanized: </small><span title=""Arabic-language romanization""><i lang=""ar-Latn"">Ṣuwayliḥ</i></span>, alternatively spelled <b>Suwaylih</b>, <b>Swaylih</b> or <b>Swaileh</b>) is district number sixteen in Amman, Jordan out of twenty-seven. It lies to the north of the city center. It was founded by Chechen settlers in 1906 during Ottoman rule. It had a population of 151,016 in the 2015 census. The town is known for having a good climate throughout the year, it is one of the few districts of Amman that sees snow during winter due to its high altitude. The cultivation of olives and grapes, heavy industries, such as auto assembly, steel, and cement, make up the local economy. Today, it is considered one of Amman's most populated districts since it has the University of Jordan and is a connection point to other cities such as Salt, Irbid and Jarash. </p>"	amman twentyseven or settler connection lie winter north throughout ṣuwayliḥ district town by in census jarash to sweileh صويلح climate known populated swaileh considered university having auto alternatively a one altitude most wa up olive few 151016 salt chechen today romanized is jordan that such population steel 1906 since number it during grape spelled of local founded due see other point rule had industry for make and cultivation assembly good cement heavy snow ha swaylih ottoman out suwaylih city arabic 2015 the irbid year sixteen economy high center	city	city	City
Sahab, Jordan	"<p><b>Sahab</b> (Arabic: <span lang=""ar"" dir=""rtl"">سحاب</span>, <small>romanized: </small><span title=""Arabic-language romanization""><i lang=""ar-Latn"">Saḥāb</i></span>) is a municipality in Jordan located 16 kilometers (9.9 mi) southeast of the capital Amman. It is the only locality in the Sahab District of the Amman Governorate. Modern Sahab began as a Bedouin-owned plantation village in the late 19th century during Ottoman rule. The plantation was originally worked by Egyptian migrant farmers who purchased and permanently settled the lands in 1894 and developed Sahab into an agricultural estate. Sahab became its own municipality in 1962 and today is a densely populated industrial hub. It is home to the country's largest industrial city, the Abdullah II Ibn Al-Hussein Industrial Estate, and the largest cemetery in greater Amman, as well as the Caves of Raqeem site mentioned in the Qur'an (Surat al-Kahf). The population of Sahab in 2015 was 169,434.</p>"	hub amman worked densely an village district only home by in to mentioned populated located southeast a saḥāb kilometer wa mi alhussein 16 egyptian century originally alkahf capital late today romanized is jordan settled quran industrial population site it became locality during sahab of own developed 1894 rule bedouinowned into plantation surat largest and municipality 1962 agricultural greater ii land estate modern farmer cemetery ottoman ibn abdullah purchased 169434 سحاب city 99 permanently arabic 2015 raqeem 19th migrant the country began well governorate who cave	city	city	City
Zahran area	<p><span></span> </p> <p><b>Zahran</b> is an area in the Greater Amman Municipality. It is named after the Zahran Palace which stands amidst Zahran street. It consists of 5 neighborhoods of which most parts are residential, however, some parts of the district contain Amman's best hotels, hospitals and towers. The district is also home to several governmental buildings, embassies, cultural centers and schools. Zahran area stretches from 1st circle to between 5th and 6th circles, and from North Abdoun to South Abdoun.</p>	center several which part building amman most 1st 6th south it best amidst abdoun north 5 consists tower neighborhood some an school of stretch zahran district also after 5th palace home are cultural named hotel is circle hospital governmental in area to residential contain the however stand and embassy municipality from greater street between	district in Amman Governorate, Jordan	amman in district jordan governorate	City
Marka area	<p><b>Marka</b> is an area of Greater Amman Municipality, Jordan. It is to the north-east of Amman proper. Its confines include Amman Civil Airport and the Marka refugee camp. <span></span> Population as of 2015 was 148,100.</p>	a northeast amman wa it an of include airport camp is jordan 2015 area marka to the proper civil and confines municipality 148100 greater population refugee	area in Greater Amman Municipality, Jordan	amman municipality in jordan greater area	City
Abdali area	"<p><span></span> </p> <p><b>Abdali</b> (Arabic: <span lang=""ar"" dir=""rtl"">العبدلي</span>) is an area in the Greater Amman Municipality, it is named relative to King Abdullah I who founded it during the 1940s. It covers an area of 15 square kilometres (6 sq mi) in the heart of Amman, with a population of 165,333 in 2015. Large parts of the district are residential, but due its geographical location in the center of the city, it contains several important governmental buildings and businesses. The area is known for containing several bus stations serving routes to many cities in Jordan.</p>"	center a several part building amman station mi it relative important during serving 165333 an abdullah king of square abdali district founded due containing العبدلي route city are 15 named arabic is with governmental business in geographical jordan 2015 area to residential cover bus the location for sq heart 1940s and kilometre known i municipality 6 large many greater population who but contains	Locality in Amman Governorate, Jordan	amman in jordan governorate locality	City
Al-Muwaqqar	"<p><b>Al-Muwaqqar</b> (Arabic: <span lang=""ar"" dir=""rtl"">الموقر</span>) is a district in the Amman Governorate of north-western Jordan. The village contains the scant ruins of an Umayyad palace, the Qasr al-Muwaqqar, one of the desert castles. Little remains of the palace today except several acanthus leaf capitals and gauge of a water reservoir.</p><p>The district is the headquarters of the 3rd Armored Division and a police training center. Most of the families which are staying in the region are from Bani Sakhr, like Al-Khraisha, Al-Arabid, Al-Jbour, Al-Qudahh. </p>"	aljbour a several one which northwestern alkhraisha amman most headquarters leaf almuwaqqar police family except an like remains village of capital gauge 3rd district umayyad today reservoirthe palace castle acanthus are division arabic is الموقر qasr desert water scant region in jordan ban alarabid alqudahh training the armored and from staying little governorate center sakhr ruin contains	human settlement	human settlement	City
Marj Al-Hamam area	"<p><b>Marj Al-Hamam</b> (Arabic: <span lang=""ar"" dir=""rtl"">مرج الحمام</span>; <abbr title=""literal translation"">lit.</abbr><span> </span>'Meadow of Doves') is the district number 27 of Metropolitan Amman – Greater Amman Municipality (GAM); it is situated to the western part of GAM. It comprises 16 neighborhoods and population gatherings (Circassians neighborhood, Alia Housing, Officers Housing,..); it is 53 Km2 of space; its population counts for 82788 capita. Its zoning borders include Naour, Mqabalein, and Wadi EsSeer. Since 2007, it has been part of the Greater Amman Municipality.</p>"	marj part amman since comprises mqabalein ha number it alia gam lit 53 16 circassian housing neighborhood metropolitan alhamam of الحمام district caput include wadi esseer zoning – border gathering arabic is مرج meadow naour to situated western 27 the space for 2007 officer and been dove municipality greater population count km2 82788	human settlement in Jordan	in jordan human settlement	City
Dong District, Busan	<p><b>Dong District</b> (literally <i>east district</i>) is a <i>gu</i> in central Busan, South Korea. It was one of the first 6 <i>gu</i> of Busan established in 1957. </p><p>Busan Station is located in Dong-gu. </p><p>Dong-gu has a status of sister localities with Gwangsan-gu in Gwangju and Zhifu District in Yantai City, China. </p>	established sister a donggu one station wa south ha it locality east 1957 first central of literally district busan gwangsangu city dong yantai is gu in status zhifu the gwangju and 6 china with located korea	administrative division of Busan, South Korea	administrative division of south busan korea	City
Busan station	<p><b>Busan station</b> is a train station in Busan, South Korea. It is the southern terminus of the Gyeongbu Line, the most important railway line in the country, which links Busan with Seoul in just under three hours on the KTX line of Korea's high-speed rail system. It is also an underground station on Busan Metro Line 1 between Jungang and Choryang stations. </p>	terminus a which station on most highspeed south it line jungang important seoul metro system an of link gyeongbu also underground busan just rail is railway 1 choryang in three the country and ktx under train southern with between hour korea	a railway station operated by Korea Railroad Corporation in Dong District, Busan, South Korea	dong a station by railway operated south in district railroad corporation busan korea	City
Bahr Yussef	"<p>The <b>Bahr Yussef</b> (Arabic: <span lang=""ar"" dir=""rtl"">بحر يوسف</span>; ""the waterway of Joseph"") is a canal which connects the Nile River with Fayyum in Egypt. </p><p>In ancient times it was called <b>Tomis</b> (Ancient Greek: <span lang=""grc"">Τωμις</span>) by the Greeks which was derived from its Egyptian name <i>Tm.t</i> ""ending canal"" and was still in use after the Arab conquest, translated into Arabic as <b>al-Manhi</b> (Arabic: <span lang=""ar"" dir=""rtl"">المنهى</span>). It was also known as ""the Great canal"" (Ancient Greek: <span lang=""grc"">διῶρυξ Μεγάλη</span>) or ""the canal of Moeris"". The modern Arabic name refers to the prophet Yusuf, the Quranic counterpart of the Biblical Joseph.</p><p>In prehistoric times, the canal was a natural offshoot of the Nile which created a lake to the west during high floods. Beginning with the 12th dynasty, the waterway was enlarged and the Fayyum was developed to enlarge Lake Moeris. The canal was built into the natural incline of the valley, creating a channel 15 km long and 5 m deep that sloped into the Fayyum depression. The canal was controlled by the Ha-Uar Dam, which was actually two dams that regulated the flow into the lake and out of the Nile. As the surrounding area changed at about 230 BC, the Bahr Yussef eventually became neglected, leaving most of Lake Moeris to dry up creating the depression that exists today and the modern province of Al Fayyum. </p><p>During the medieval period, the canal was still a major communication axis to connect Fayyum to Cairo.</p><p>The Bahr Yussef still exists today, feeding water northwards into the Birket Qarun, parallel with the Nile. </p>"	biblical channel natural or leaving offshoot changed after still josephin refers at connect about prehistoric by in controlled to arab regulated known joseph a time major which most wa lake المنهى ending up two conquest cairothe fayyum egyptian today use بحر flow sloped km is northward great bahr 12th that canal exists m 230 eventually διῶρυξ derived name neglected al province parallel with τωμις feeding it flood became medieval tmt during yussef of moeris developed beginning long 15 tomis counterpart into creating actually surrounding dynasty quranic and from modern dry built qarun nile almanhi river μεγάλη enlarged out yusuf 5 period communication also connects ancient bc hauar axis arabic west depression water greek dam area waterway deep valley incline the يوسف enlarge called birket prophet high egypt translated created	geographical object	geographical object	City
Faiyum	"<p><b>Faiyum</b> (Arabic: <span lang=""ar"" dir=""rtl"">الفيوم</span> <i><span title=""Arabic-language romanization""><i lang=""ar-Latn"">el-Fayyūm </i></span></i> <small>pronounced </small><span title=""Representation in the International Phonetic Alphabet (IPA)"">[elfæjˈjuːm]</span>, borrowed from Coptic: <span lang=""cop""> ̀Ⲫⲓⲟⲙ or Ⲫⲓⲱⲙ</span> <i><span title=""Coptic-language romanization""><i lang=""cop-Latn"">Phiom or Phiōm</i></span></i> from Ancient Egyptian: <i lang=""egy"">pꜣ ym</i> ""the Sea, Lake"") is a city in Middle Egypt. Located 100 kilometres (62 miles) southwest of Cairo, in the Faiyum Oasis, it is the capital of the modern Faiyum Governorate. Originally called <b>Shedet</b> in Egyptian, the Greeks called it in Koinē Greek: <span lang=""grc"">Κροκοδειλόπολις</span>, <small>romanized: </small><span title=""Koinē Greek-language romanization""><i lang=""grc-x-koine-Latn"">Krokodilópolis</i></span>, and later Medieval Greek: <span lang=""grc"">Ἀρσινόη</span>, <small>romanized: </small><span title=""Medieval Greek-language romanization""><i lang=""grc-x-medieval-Latn"">Arsinoë</i></span>. It is one of Egypt's oldest cities due to its strategic location.</p>"	oldest a shedet strategic one lake pꜣ or it elfæjˈjuːm 62 phiom medieval pronounced κροκοδειλόπολις egyptian cairo sea arsinoë originally of capital coptic ancient romanized due borrowed city later 100 ⲫⲓⲱⲙ arabic is faiyum phiōm southwest krokodilópolis in mile greek to ym the الفيوم location middle ̀ⲫⲓⲟⲙ called and kilometre oasis elfayyūm from ἀρσινόη egypt governorate koinē located modern	city in Egypt	in city egypt	City
Fayoum University	"<p><b>Fayoum University (FU)</b> (Arabic: <span lang=""ar"" dir=""rtl"">جامعة الفيوم</span>, <i>Jame'at al-fayoum</i>) is a public university located in the Egyptian city of Faiyum in northern Egypt. From 1976 to 2005, Fayoum University was a public institution within the University of Cairo. In August 2005, it was established as an independent campus with 2,000 faculty members and enrollment of about 25. 000 students. The city of Fayoum is an oasis located approximately 63 miles southwest of Cairo and is noted for its agricultural production and tourism. </p>"	established 2005 a fu public within fayoum wa 000 25 student it member egyptian cairo an of independent 63 2000 approximately tourism city alfayoum enrollment arabic is about جامعة faiyum southwest campus in production mile to jameat institution the الفيوم for 1976 faculty and northern oasis from august agricultural university egypt with noted located	public university in Faiyum, Egypt	public faiyum in egypt university	City
Anchorsholme	"<p class=""mw-empty-elt""> </p> <p><b>Anchorsholme</b> is a suburb in Blackpool, in the ceremonial county of Lancashire, England, situated south of the Cleveleys and Blackpool border. It is a ward in the unitary authority of Blackpool since 1974, Local Government Act 1972. However, despite being in the Blackpool district and generally being considered a suburb of the town, it is in the Thornton-Cleveleys postcode area. </p>"	a 1974 since england south it blackpool authority generally of lancashire local act district suburb town unitary cleveleys government county border being is in thorntoncleveleys postcode area situated despite the 1972 however and ward considered anchorsholme ceremonial	suburb of Blackpool, Lancashire, United Kingdom	kingdom of lancashire suburb blackpool united	City
Squires Gate, Blackpool	<p> <span></span> </p> <p><b>Squires Gate</b> is a district and an electoral ward in South Shore, Blackpool on the Fylde coast in the county of Lancashire, England. It is located at the south of the town near the boundary with Lytham St Annes. The population of the ward taken at the 2011 census was 6,437.</p><p>One of the most significant sites at Squires gate was the holiday camp. Originally called Squires Gate camp, it became a Pontins holiday centre, but closed in October 2009 for a housing development. Prior to becoming a holiday camp, the camp was used as a military base during World War II. </p><p>Blackpool Airport is in Squires Gate, and the district also has a small railway station on the Blackpool South to Preston branch line. </p><p>Squires Gate is home to three non-league football clubs, with grounds very close to each other. A.F.C. Blackpool and Squires Gate F.C. both play in the North West Counties League, while Blackpool Wren Rovers F.C. play in the West Lancashire League. It is also home to the training ground of the town's professional club, Blackpool F.C. </p>	boundary war october used line play north an significant lancashire district town very club camp home development railway st in near census wren while to prior fylde pontins ward squire electoral professional holiday located a on most wa england close ground blackpool 2011 2009 league centre originally both taken is each branch training becoming base population with football site south fc it became during 6437one of airport other shore anne rover military closed afc for and ii station nonleague ha preston world housing also county small west three the called gate at but lytham coast	suburb and ward in Blackpool, Lancashire UK	and ward lancashire in suburb blackpool uk	City
Blackpool urban area	<p> <span></span> </p> <p>The <b>Blackpool Built-up Area</b> or <b>Blackpool Urban Area</b> is an urban area in Lancashire, England, consisting of the large town of Blackpool along with several surrounding towns and villages. Defined by the ONS it had a population of 239,409 in 2011 this is considerably down on the 2001 population of 261,088 mainly due to Fleetwood no longer being considered as part of the built-up area. The population of the Blackpool Urban Area has been declining for some time with the 2001 population down 0.1% from the 1991 figure of 261,355. </p><p>The settlement of Blackpool itself has a population of 147,633, although during the summer months the population of the town can rise to three times this figure. According to Lancashire Tourist Board there were 360,000 people living in the town during April and August 2003, the majority of these people working in Blackpool for the summer season. </p><p>The entirety of the Blackpool Urban Area lies within the FY postcode area. The code refers to the Fylde, making it one of only five postcode areas in the UK that does not reference one of its settlements (although its official name is the <i>Blackpool postcode area</i>). </p><p>The built up area is split over three local government districts: the Blackpool unitary authority area, the Borough of Fylde and the Borough of Wyre. The area has nine railway stations, and parts of it are served by the Blackpool Tramway. It is made up of the following subdivisions: </p> <p><b>Notes:</b><small> </small></p><small><ul><li>Thornton-Cleveleys is split into the Thornton and Cleveleys subdivisions for the 2011 census.</li> <li>Fleetwood forms a separate built up area for the 2011 census.</li> <li>While almost all of the Blackpool subdivision falls within its own unitary authority area, some small regions, accounting for a population of around 8,000, do fall within the boroughs of Fylde (Blackpool Airport, Newton, Peel Hill) and Wyre (Norcross, Normoss). Similarly, the Mains area of the Poulton subdivision lies east of Main Dyke, and thus falls outside the Borough of Wyre (instead being in the Fylde district).</li></ul></small><small></small><p><small></small> </p>	fleetwood this or over uk authority around lie east settlement season served 360000 an 8000 village lancashire ons district town only urban similarly refers 2003 rise reference by making railway in census while to form all fylde newton longer large considered instead norcross hill these builtup almost down a time one on england 261355 defined blackpool up tramway 2011 itself summer government wyre being is region 239409 that majority according outside 2001 doe been note borough working name entirety population with there consisting main part can were subdivision month it not during code following thus some living of local accounting own cleveleys due airport 147633 into had postcode thorntoncleveleys surrounding split normoss for fy and people official declining from august do tourist several poulton built within station thornton ha 261088 fall made considerably separate dyke unitary although small are no april mainly board three area the nine along 01 1991 figure five peel	human settlement in United Kingdom	kingdom human settlement in united	City
Layton cemetery	"<p class=""mw-empty-elt""> </p> <p><b>Layton cemetery</b> is a graveyard located at Talbot Road in Blackpool, Lancashire in England. It was opened in 1873 when Blackpool parish church was replete with burying. The site encompasses 30 acres (120,000 m<sup>2</sup>), having been regularly expanded during its history. It is administered by Blackpool Council. A number of memorials in the cemetery are executed in Portland stone. </p><p>The cemetery was designed and laid out by Garlick, Park and Sykes, architects of Preston. Originally there were three mortuary chapels, Anglican, Catholic and Non-Conformist but only the Anglican remains. There was a lodge at the entrance which provided a residence and office for the custodian. The original part of the cemetery was surrounded a stone wall, topped with iron railings with a double iron gate at the entrance. These structures are extant. A World War I memorial is centrally situated. </p><p>In the 1930s, the cemetery was rapidly nearing capacity and therefore a new cemetery and crematorium were opened, known as Carleton Crematorium and Cemetery. Layton Cemetery is now replete but interments are permitted in existing graves.</p>"	sykes war double stone architect lancashire m2 layton only 1930s by park in burying opened known iron having these located 1873 a which wa england portland blackpool nearing lodge crematorium interment surrounded remains originally encompasses topped new history structure is when office situated designed wall been residence regularly existing with there therefore site nonconformist expanded were part number it during memorial garlick 120000 of rapidly talbot catholic 30 for and centrally council capacity railing cemetery carleton now graveyard preston extant chapel graf out world parish mortuary provided laid custodian executed are anglican original administered three acre the road church i gate replete permitted at but entrance	cemetery in Lancashire, England	england in cemetery lancashire	City
Starr Gate	"<p class=""mw-empty-elt""> </p> <p><b>Starr Gate</b> is a suburb in the South Shore district of Blackpool in the county of Lancashire, England. It is located at the southwest end of Blackpool on the Fylde coast, adjacent to the Squires Gate district of Blackpool. </p><p>The place is named after the spiky ""<i>Starr</i>"" grass which grows on the local sand hills to the south of Starr Gate. ""Gate"" (<i>Geat</i> in Old English) means ""Way"", taken from the Old Norse <i>Gat</i> - an opening or passage.</p>"	place geat a on which grows mean gat england south or it blackpool grass an of lancashire old local district starr suburb after county way shore norse taken named is southwest opening in to english the fylde end spiky sand squire gate from at passage hill adjacent located coast	place in Blackpool, England	place in blackpool england	City
South Shore, Blackpool	<p> <span></span> <b>South Shore</b> is the southern coastal area of Blackpool, an English seaside resort in the county of Lancashire. It has a large local community and a number of tourist attractions. </p><p>Blackpool Pleasure Beach is in the heart of South Shore. Developed from a gypsy camp, the amusement park's first building was constructed in 1904. The area is also home to South Pier. The Blackpool Tramway runs along the seaward side of the promenade to its terminus at Starr Gate. </p><p>There is a variety of tourist attractions, stalls and fast food outlets along South Promenade and also a large shopping area on Lytham Road, where the tramway still runs along part of the road connecting the Rigby Road tram depot to the Promenade at Manchester Square. Pubs in the area include the Royal Oak, Dutton Arms and the Waterloo. </p><p>South Shore railway station, in Lytham Road, was the area's first station in 1863. It was renamed <i>Lytham Road</i> station in 1903 and closed in 1916. Burlington Road Halt also served the area from 1913 to 1949, to be replaced by Blackpool Pleasure Beach railway station, on the same site, in 1987. Waterloo Road railway station opened in 1903, later renamed <i>Blackpool South</i> and still in use today. </p><p>The parish church for South Shore is Holy Trinity Church. The present structure was built in 1895, replacing a church of 1836. The oldest houses are believed to be The Old Coach House and Moorbank House, both built around 1850. While these two buildings are now 200 metres from the beach when originally built they enjoyed a view of the sand dunes and the sea which made up the coastline of South Shore until the entire area was developed. </p><p>Bloomfield Road, the home of Blackpool F.C., is located in South Shore. </p>	house variety building dune amusement holy around shopping first served an sea food lancashire coastline starr camp still home renamed fast burlington trinity railway park by in while to be they 1903 connecting halt opened arm large enjoyed these located a on view which wa blackpool up tramway two constructed manchester rigby tram where originally replacing old 1904 include both today use same later structure is 1850 when 1913 royal seaside english sand 200 depot there oak site oldest coach part seaward 1836 south fc number it 1987 bloomfield until attraction pleasure of square local developed metre shore side coastal gypsy closed for and believed run from resort 1949 tourist terminus station built now ha beach waterloo 1895 made outlet parish also 1916 entire county moorbank are pub community dutton present pier area promenade the 1863 road replaced along heart church stall gate southern at lytham	area of Blackpool, Lancashire, England	england lancashire of blackpool area	City
